agent_id,duration_sec,csat_score,issue_category,customer_persona,clean_text,talk_ratio,turns_count,resolved,escalated,churned,hour_of_day,is_weekend,avg_word_per_turn,sanitized_text,x_coord,y_coord,cluster_id
AGENT_805,775,2,upgrade,loyal,I'd like to upgrade my plan. What options do you have? Thank you for calling. This is Jennifer. How can I assist you today? Let me continue checking on this issue. I understand these things happen sometimes. I'm still looking into this for you. I'm glad you're working on this for me. I need more time to resolve your concern. This is taking longer than expected. I'm still looking into this for you. This is taking longer than expected. Let me continue checking on this issue. I'm getting frustrated with this process. I need more time to resolve your concern. I'm not happy with how this is progressing. I need more time to resolve your concern. This is taking too long to resolve. I'm done with this. Goodbye.,1.03,17,False,False,False,0,0,45.59,i'd like to upgrade my plan. what options do you have? thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. i understand these things happen sometimes. i'm still looking into this for you. i'm glad you're working on this for me. i need more time to resolve your concern. this is taking longer than expected. i'm still looking into this for you. this is taking longer than expected. let me continue checking on this issue. i'm getting frustrated with this process. i need more time to resolve your concern. i'm not happy with how this is progressing. i need more time to resolve your concern. this is taking too long to resolve. i'm done with this. goodbye.,15.411732,8.780662,0
AGENT_211,670,2,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is David. How can I assist you today? I'm still looking into this for you. This is taking longer than expected. I'm still looking into this for you. I'm getting concerned about this. I'm still looking into this for you. I'm not happy with how this is progressing. I'm still looking into this for you. This is taking too long to resolve. I'm still looking into this for you. This is taking too long to resolve. I'm done with this. Goodbye.,1.0,13,False,False,True,0,0,51.54,my connection has been spotty lately. any idea what's happening? thank you for calling. this is [person]. how can i assist you today? i'm still looking into this for you. this is taking longer than expected. i'm still looking into this for you. i'm getting concerned about this. i'm still looking into this for you. i'm not happy with how this is progressing. i'm still looking into this for you. this is taking too long to resolve. i'm still looking into this for you. this is taking too long to resolve. i'm done with this. goodbye.,-2.4561512,1.4813439,3
AGENT_347,448,4,device,business,"New device isn't working properly. Need it fixed for tomorrow's presentation. Thank you for calling. This is Jennifer. How can I assist you today? Let me guide you through the proper setup steps for your device. This is taking longer than expected. I can send a technician if we can't resolve this remotely. I'm getting concerned about this. Let me guide you through the proper setup steps for your device. I appreciate you looking into this. Let me guide you through the proper setup steps for your device. I appreciate you looking into this. I can send a technician if we can't resolve this remotely. That's helpful information, thanks. I see the configuration issue. Let me help you fix it. That's helpful information, thanks.",1.95,14,True,False,False,15,0,32.0,"new device isn't working properly. need it fixed for tomorrow's presentation. thank you for calling. this is [person]. how can i assist you today? let me guide you through the proper setup steps for your device. this is taking longer than expected. i can send a technician if we can't resolve this remotely. i'm getting concerned about this. let me guide you through the proper setup steps for your device. i appreciate you looking into this. let me guide you through the proper setup steps for your device. i appreciate you looking into this. i can send a technician if we can't resolve this remotely. that's helpful information, thanks. i see the configuration issue. let me help you fix it. that's helpful information, thanks.",2.5028055,0.60112244,4
AGENT_988,420,1,upgrade,tech_savvy,I want to upgrade to the highest speed plan. Thank you for calling. This is Mike. How can I assist you today? I'll move you to our premium plan with enhanced features. I'm not happy with how this is progressing. Let me upgrade your service with the latest options. This is taking too long to resolve. Let me upgrade your service with the latest options. I'm not happy with how this is progressing. Let me upgrade your service with the latest options. I'm getting frustrated with this process. I'll move you to our premium plan with enhanced features. This is taking longer than expected.,1.36,12,False,False,True,7,0,35.0,i want to upgrade to the highest speed plan. thank you for calling. this is [person]. how can i assist you today? i'll move you to our premium plan with enhanced features. i'm not happy with how this is progressing. let me upgrade your service with the latest options. this is taking too long to resolve. let me upgrade your service with the latest options. i'm not happy with how this is progressing. let me upgrade your service with the latest options. i'm getting frustrated with this process. i'll move you to our premium plan with enhanced features. this is taking longer than expected.,16.038277,8.621412,0
AGENT_831,306,2,internet,tech_savvy,I'm seeing significant packet loss and high latency. Check your infrastructure. Thank you for calling. This is Mike. How can I assist you today? Let me continue checking on this issue. I'm getting frustrated with this process. I'm still looking into this for you. I'm getting frustrated with this process. Let me continue checking on this issue. This is taking too long to resolve. I'm done with this. Goodbye.,0.97,9,False,False,True,20,0,34.0,i'm seeing significant packet loss and high latency. check your infrastructure. thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. i'm getting frustrated with this process. i'm still looking into this for you. i'm getting frustrated with this process. let me continue checking on this issue. this is taking too long to resolve. i'm done with this. goodbye.,-2.2381303,0.420343,3
AGENT_159,1040,1,billing,business,"There are unauthorized charges on my corporate account that need immediate attention. Thank you for calling. This is Taylor. How can I assist you today? I'm consulting with our experts to find the best solution. I appreciate you looking into this. I'm consulting with our experts to find the best solution. I appreciate you looking into this. I need to escalate this to our technical team for review. That's helpful information, thanks. Let me transfer you to a specialist who can better assist. I'm getting concerned about this. I'm consulting with our experts to find the best solution. I'm getting concerned about this. I need to escalate this to our technical team for review. This is taking longer than expected. Let me transfer you to a specialist who can better assist. This is taking longer than expected. I'm consulting with our experts to find the best solution. I need this resolved immediately. This affects my business. I need to escalate this to our technical team for review. I need this resolved immediately. This affects my business.",1.59,20,False,True,True,8,1,52.0,"there are unauthorized charges on my corporate account that need immediate attention. thank you for calling. this is [person]. how can i assist you today? i'm consulting with our experts to find the best solution. i appreciate you looking into this. i'm consulting with our experts to find the best solution. i appreciate you looking into this. i need to escalate this to our technical team for review. that's helpful information, thanks. let me transfer you to a specialist who can better assist. i'm getting concerned about this. i'm consulting with our experts to find the best solution. i'm getting concerned about this. i need to escalate this to our technical team for review. this is taking longer than expected. let me transfer you to a specialist who can better assist. this is taking longer than expected. i'm consulting with our experts to find the best solution. i need this resolved immediately. this affects my business. i need to escalate this to our technical team for review. i need this resolved immediately. this affects my business.",-5.6436305,16.386848,1
AGENT_923,728,4,cancellation,business,"I'm switching providers. Your service doesn't meet our business needs. Thank you for calling. This is David. How can I assist you today? Before you go, let me see what I can do to address your concerns. I appreciate you looking into this. Let me review your account to see if we can improve your service. That's helpful information, thanks. Before you go, let me see what I can do to address your concerns. I appreciate you looking into this. Before you go, let me see what I can do to address your concerns. I appreciate you looking into this. Let me review your account to see if we can improve your service. That's helpful information, thanks. I'd like to offer you a special promotion to retain your business. That's helpful information, thanks.",2.33,14,True,False,False,16,1,52.0,"i'm switching providers. your service doesn't meet our business needs. thank you for calling. this is [person]. how can i assist you today? before you go, let me see what i can do to address your concerns. i appreciate you looking into this. let me review your account to see if we can improve your service. that's helpful information, thanks. before you go, let me see what i can do to address your concerns. i appreciate you looking into this. before you go, let me see what i can do to address your concerns. i appreciate you looking into this. let me review your account to see if we can improve your service. that's helpful information, thanks. i'd like to offer you a special promotion to retain your business. that's helpful information, thanks.",4.8066444,6.3572273,2
AGENT_685,468,1,device,angry,Your device doesn't work and your instructions are garbage! Thank you for calling. This is Taylor. How can I assist you today? Let me transfer you to a specialist who can better assist. I appreciate you looking into this. Let me transfer you to a specialist who can better assist. I appreciate you looking into this. I need to escalate this to our technical team for review. Why is this so difficult? Let me transfer you to a specialist who can better assist. I'm losing patience here! I need to escalate this to our technical team for review. I'm losing patience here! Let me transfer you to a specialist who can better assist. I'm losing patience here! Let me transfer you to a specialist who can better assist. You people are incompetent! This is ridiculous! I'm consulting with our experts to find the best solution. You people are incompetent! This is ridiculous!,1.92,18,False,True,True,4,0,26.0,your device doesn't work and your instructions are garbage! thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. i appreciate you looking into this. let me transfer you to a specialist who can better assist. i appreciate you looking into this. i need to escalate this to our technical team for review. why is this so difficult? let me transfer you to a specialist who can better assist. i'm losing patience here! i need to escalate this to our technical team for review. i'm losing patience here! let me transfer you to a specialist who can better assist. i'm losing patience here! let me transfer you to a specialist who can better assist. you people are incompetent! this is ridiculous! i'm consulting with our experts to find the best solution. you people are incompetent! this is ridiculous!,2.8417368,-4.745797,-1
AGENT_815,608,1,upgrade,tech_savvy,I want to upgrade to the highest speed plan. Thank you for calling. This is Jennifer. How can I assist you today? Can you repeat your account number? I'm not happy with how this is progressing. Let me see what I can find here. I'm not happy with how this is progressing. Let me pull up your account... I'm getting frustrated with this process. Let me pull up your account... I'm getting frustrated with this process. I'll need to check on that for you. I'm getting frustrated with this process. I'm done with this. Goodbye.,0.98,13,False,False,False,22,0,46.77,i want to upgrade to the highest speed plan. thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? i'm not happy with how this is progressing. let me see what i can find here. i'm not happy with how this is progressing. let me pull up your account... i'm getting frustrated with this process. let me pull up your account... i'm getting frustrated with this process. i'll need to check on that for you. i'm getting frustrated with this process. i'm done with this. goodbye.,15.971664,8.97582,0
AGENT_250,302,2,upgrade,churn_risk,I'll consider upgrading if you can fix these issues. Thank you for calling. This is Alex. How can I assist you today? I have to look this up in our system. I'm getting frustrated with this process. Can you repeat your account number? I'm getting frustrated with this process. I'm done with this. Goodbye.,1.08,7,False,False,True,10,0,43.14,i'll consider upgrading if you can fix these issues. thank you for calling. this is [person]. how can i assist you today? i have to look this up in our system. i'm getting frustrated with this process. can you repeat your account number? i'm getting frustrated with this process. i'm done with this. goodbye.,14.093934,7.0456085,0
AGENT_770,561,2,cancellation,business,I'm switching providers. Your service doesn't meet our business needs. Thank you for calling. This is Jennifer. How can I assist you today? Let me continue checking on this issue. This is taking longer than expected. I need more time to resolve your concern. I'm getting concerned about this. Let me continue checking on this issue. I need this resolved immediately. This affects my business.,1.17,8,False,False,True,16,1,70.12,i'm switching providers. your service doesn't meet our business needs. thank you for calling. this is [person]. how can i assist you today? let me continue checking on this issue. this is taking longer than expected. i need more time to resolve your concern. i'm getting concerned about this. let me continue checking on this issue. i need this resolved immediately. this affects my business.,4.838744,6.379751,2
AGENT_130,180,1,internet,angry,My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Taylor. How can I assist you today? Let me transfer you to a specialist who can better assist. You people are incompetent! This is ridiculous!,1.26,4,False,True,True,12,1,45.0,my internet has been down for hours! i pay for reliable service! thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. you people are incompetent! this is ridiculous!,-4.8937154,2.2930455,3
AGENT_104,936,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is David. How can I assist you today? I need to escalate this to our technical team for review. Okay, thank you for checking on that. Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. This is taking longer than expected. Let me transfer you to a specialist who can better assist. This is taking longer than expected. I need to escalate this to our technical team for review. This is taking longer than expected. Let me transfer you to a specialist who can better assist. This is taking too long to resolve. I need to escalate this to our technical team for review. I'm getting frustrated with this process.",1.68,16,False,False,False,10,0,58.5,"i don't understand these charges on my bill, dear. thank you for calling. this is [person]. how can i assist you today? i need to escalate this to our technical team for review. okay, thank you for checking on that. let me transfer you to a specialist who can better assist. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. this is taking longer than expected. let me transfer you to a specialist who can better assist. this is taking longer than expected. i need to escalate this to our technical team for review. this is taking longer than expected. let me transfer you to a specialist who can better assist. this is taking too long to resolve. i need to escalate this to our technical team for review. i'm getting frustrated with this process.",-5.5647583,14.643748,1
AGENT_337,720,1,upgrade,churn_risk,"I'll consider upgrading if you can fix these issues. Thank you for calling. This is David. How can I assist you today? I can help you upgrade your service. What features are you looking for? I appreciate you looking into this. I can help you upgrade your service. What features are you looking for? That's helpful information, thanks. I can help you upgrade your service. What features are you looking for? I appreciate you looking into this. I can process an upgrade if that's what you're interested in. I appreciate you looking into this. Let me continue checking on this issue. That's helpful information, thanks. I need more time to resolve your concern. That's helpful information, thanks. Let me check what upgrade options are available for you. Okay, thank you for checking on that. Let me continue checking on this issue. I'm getting concerned about this. Let me continue checking on this issue. This is taking longer than expected. I can process an upgrade if that's what you're interested in. This is taking longer than expected. Let me continue checking on this issue. I'm getting frustrated with this process.",1.74,24,False,True,True,10,0,30.0,"i'll consider upgrading if you can fix these issues. thank you for calling. this is [person]. how can i assist you today? i can help you upgrade your service. what features are you looking for? i appreciate you looking into this. i can help you upgrade your service. what features are you looking for? that's helpful information, thanks. i can help you upgrade your service. what features are you looking for? i appreciate you looking into this. i can process an upgrade if that's what you're interested in. i appreciate you looking into this. let me continue checking on this issue. that's helpful information, thanks. i need more time to resolve your concern. that's helpful information, thanks. let me check what upgrade options are available for you. okay, thank you for checking on that. let me continue checking on this issue. i'm getting concerned about this. let me continue checking on this issue. this is taking longer than expected. i can process an upgrade if that's what you're interested in. this is taking longer than expected. let me continue checking on this issue. i'm getting frustrated with this process.",14.826008,7.4977937,0
AGENT_919,546,2,cancellation,loyal,I need to cancel my service. Circumstances have changed. Thank you for calling. This is David. How can I assist you today? Let me transfer you to a specialist who can better assist. I understand these things happen sometimes. I'm consulting with our experts to find the best solution. Thank you for your help. I appreciate it. I'm consulting with our experts to find the best solution. I understand these things happen sometimes. I need to escalate this to our technical team for review. This is taking longer than expected.,1.57,10,False,False,False,17,1,54.6,i need to cancel my service. circumstances have changed. thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. i understand these things happen sometimes. i'm consulting with our experts to find the best solution. thank you for your help. i appreciate it. i'm consulting with our experts to find the best solution. i understand these things happen sometimes. i need to escalate this to our technical team for review. this is taking longer than expected.,3.1183383,12.79503,2
AGENT_420,572,1,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Mike. How can I assist you today? I need more time to resolve your concern. This is not acceptable! I need more time to resolve your concern. I don't have time for this! Just solve the problem! I need more time to resolve your concern. This is taking forever! Fix it NOW! I need more time to resolve your concern. I don't have time for this! Just solve the problem!,1.02,10,False,True,True,6,0,57.2,my bill is completely wrong and i demand you fix it right now! thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. this is not acceptable! i need more time to resolve your concern. i don't have time for this! just solve the problem! i need more time to resolve your concern. this is taking forever! fix it now! i need more time to resolve your concern. i don't have time for this! just solve the problem!,-6.580874,13.445287,1
AGENT_971,512,2,device,elderly,I can't figure out how to use this new phone. It's too complicated. Thank you for calling. This is Jennifer. How can I assist you today? Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. This is taking longer than expected. Let me transfer you to a specialist who can better assist. I'm getting frustrated with this process. Let me transfer you to a specialist who can better assist. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. This is taking too long to resolve. Let me transfer you to a specialist who can better assist. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. This is taking too long to resolve.,1.46,16,False,False,True,13,1,32.0,i can't figure out how to use this new phone. it's too complicated. thank you for calling. this is [person]. how can i assist you today? let me transfer you to a specialist who can better assist. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. this is taking longer than expected. let me transfer you to a specialist who can better assist. i'm getting frustrated with this process. let me transfer you to a specialist who can better assist. i'm not happy with how this is progressing. i need to escalate this to our technical team for review. this is taking too long to resolve. let me transfer you to a specialist who can better assist. i'm not happy with how this is progressing. i need to escalate this to our technical team for review. this is taking too long to resolve.,1.2400972,1.639638,4
AGENT_588,462,2,upgrade,business,I need to upgrade for business expansion. What's available? Thank you for calling. This is Taylor. How can I assist you today? Let me pull up your account... I'm getting concerned about this. Let me see what I can find here. I hope this gets resolved soon. I have to look this up in our system. This is wasting my time. I have deadlines to meet. I have to look this up in our system. I need this resolved immediately. This affects my business. I'm done with this. Goodbye.,1.02,11,False,False,True,22,0,42.0,i need to upgrade for business expansion. what's available? thank you for calling. this is [person]. how can i assist you today? let me pull up your account... i'm getting concerned about this. let me see what i can find here. i hope this gets resolved soon. i have to look this up in our system. this is wasting my time. i have deadlines to meet. i have to look this up in our system. i need this resolved immediately. this affects my business. i'm done with this. goodbye.,13.9976635,9.958062,0
AGENT_529,702,2,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is Mike. How can I assist you today? I need to escalate this to our technical team for review. Thank you for your help. I appreciate it. I need to escalate this to our technical team for review. I'm glad you're working on this for me. Let me transfer you to a specialist who can better assist. I understand these things happen sometimes. Let me transfer you to a specialist who can better assist. I understand these things happen sometimes. I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. I need to escalate this to our technical team for review. This is taking longer than expected. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. I'm getting concerned about this. I need to escalate this to our technical team for review. This is taking too long to resolve. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process.,1.59,26,False,False,True,16,1,27.0,my connection has been spotty lately. any idea what's happening? thank you for calling. this is [person]. how can i assist you today? i need to escalate this to our technical team for review. thank you for your help. i appreciate it. i need to escalate this to our technical team for review. i'm glad you're working on this for me. let me transfer you to a specialist who can better assist. i understand these things happen sometimes. let me transfer you to a specialist who can better assist. i understand these things happen sometimes. i'm consulting with our experts to find the best solution. i'm glad you're working on this for me. i need to escalate this to our technical team for review. this is taking longer than expected. i'm consulting with our experts to find the best solution. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. i hope this gets resolved soon. let me transfer you to a specialist who can better assist. i'm getting concerned about this. i need to escalate this to our technical team for review. this is taking too long to resolve. i'm consulting with our experts to find the best solution. i'm getting frustrated with this process. i'm consulting with our experts to find the best solution. i'm getting frustrated with this process.,-2.7275689,1.1290796,3
AGENT_232,432,2,upgrade,loyal,I'd like to upgrade my plan. What options do you have? Thank you for calling. This is Sarah. How can I assist you today? I need more time to resolve your concern. I hope this gets resolved soon. I'm still looking into this for you. I'm not happy with how this is progressing. I need more time to resolve your concern. This is taking too long to resolve. I'm done with this. Goodbye.,0.97,9,False,False,True,11,1,48.0,i'd like to upgrade my plan. what options do you have? thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. i hope this gets resolved soon. i'm still looking into this for you. i'm not happy with how this is progressing. i need more time to resolve your concern. this is taking too long to resolve. i'm done with this. goodbye.,15.462239,8.791314,0
AGENT_702,637,4,cancellation,elderly,"I think I need to cancel some services. I don't use them all. Thank you for calling. This is Alex. How can I assist you today? Before you go, let me see what I can do to address your concerns. I appreciate you looking into this. Let me review your account to see if we can improve your service. That's helpful information, thanks. Before you go, let me see what I can do to address your concerns. That's helpful information, thanks. Before you go, let me see what I can do to address your concerns. That's helpful information, thanks. Let me review your account to see if we can improve your service. That's helpful information, thanks. I'd like to offer you a special promotion to retain your business. Okay, thank you for checking on that.",2.21,14,True,False,True,19,0,45.5,"i think i need to cancel some services. i don't use them all. thank you for calling. this is [person]. how can i assist you today? before you go, let me see what i can do to address your concerns. i appreciate you looking into this. let me review your account to see if we can improve your service. that's helpful information, thanks. before you go, let me see what i can do to address your concerns. that's helpful information, thanks. before you go, let me see what i can do to address your concerns. that's helpful information, thanks. let me review your account to see if we can improve your service. that's helpful information, thanks. i'd like to offer you a special promotion to retain your business. okay, thank you for checking on that.",2.431929,12.229987,2
AGENT_368,400,2,internet,angry,"My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Alex. How can I assist you today? I can reset your connection remotely to resolve this issue. That's helpful information, thanks. I'm checking your connection status and seeing some network issues. Okay, thank you for checking on that. I'm checking your connection status and seeing some network issues. Okay, thank you for checking on that. I'm checking your connection status and seeing some network issues. That's helpful information, thanks.",1.56,10,False,False,True,20,0,40.0,"my internet has been down for hours! i pay for reliable service! thank you for calling. this is [person]. how can i assist you today? i can reset your connection remotely to resolve this issue. that's helpful information, thanks. i'm checking your connection status and seeing some network issues. okay, thank you for checking on that. i'm checking your connection status and seeing some network issues. okay, thank you for checking on that. i'm checking your connection status and seeing some network issues. that's helpful information, thanks.",-4.6200314,1.845368,3
AGENT_292,927,2,cancellation,tech_savvy,I'm cancelling due to consistent service quality issues. Thank you for calling. This is Jennifer. How can I assist you today? I need more time to resolve your concern. Can you provide more technical details about the fix? I'm still looking into this for you. I'm getting concerned about this. Let me continue checking on this issue. This is taking longer than expected. I'm still looking into this for you. This is taking longer than expected. I'm still looking into this for you. I'm not happy with how this is progressing. I'm still looking into this for you. This is taking too long to resolve. I need more time to resolve your concern. This is taking too long to resolve. I'm done with this. Goodbye.,1.05,17,False,False,True,3,0,54.53,i'm cancelling due to consistent service quality issues. thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. can you provide more technical details about the fix? i'm still looking into this for you. i'm getting concerned about this. let me continue checking on this issue. this is taking longer than expected. i'm still looking into this for you. this is taking longer than expected. i'm still looking into this for you. i'm not happy with how this is progressing. i'm still looking into this for you. this is taking too long to resolve. i need more time to resolve your concern. this is taking too long to resolve. i'm done with this. goodbye.,4.06017,13.483347,2
AGENT_785,264,2,upgrade,loyal,I'd like to upgrade my plan. What options do you have? Thank you for calling. This is Mike. How can I assist you today? Can you repeat your account number? I'm getting frustrated with this process. I'm done with this. Goodbye.,0.86,5,False,False,True,12,1,52.8,i'd like to upgrade my plan. what options do you have? thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? i'm getting frustrated with this process. i'm done with this. goodbye.,15.541151,8.925955,0
AGENT_753,670,2,billing,churn_risk,This is exactly why I'm cancelling - your billing is a mess! Thank you for calling. This is David. How can I assist you today? I see the issue in your account. Let me look into this for you. I hope this gets resolved soon. I need to check your account details to address this. I hope this gets resolved soon. I'm still looking into this for you. I hope this gets resolved soon. I'm still looking into this for you. I'm getting frustrated with this process.,1.42,10,False,False,True,11,0,67.0,this is exactly why i'm cancelling - your billing is a mess! thank you for calling. this is [person]. how can i assist you today? i see the issue in your account. let me look into this for you. i hope this gets resolved soon. i need to check your account details to address this. i hope this gets resolved soon. i'm still looking into this for you. i hope this gets resolved soon. i'm still looking into this for you. i'm getting frustrated with this process.,2.5657666,17.079817,2
AGENT_712,259,1,device,angry,Your device doesn't work and your instructions are garbage! Thank you for calling. This is Sarah. How can I assist you today? Let me pull up your account... You people are incompetent! This is ridiculous! I'll need to check on that for you. You people are incompetent! This is ridiculous! Let me pull up your account... You people are incompetent! This is ridiculous!,1.1,8,False,True,True,7,0,32.38,your device doesn't work and your instructions are garbage! thank you for calling. this is [person]. how can i assist you today? let me pull up your account... you people are incompetent! this is ridiculous! i'll need to check on that for you. you people are incompetent! this is ridiculous! let me pull up your account... you people are incompetent! this is ridiculous!,3.0176816,-4.802001,-1
AGENT_783,495,1,internet,tech_savvy,I'm seeing significant packet loss and high latency. Check your infrastructure. Thank you for calling. This is Alex. How can I assist you today? I can see your connection history and recent issues. This is taking too long to resolve. I'm reviewing your service status to identify the problem. I'm getting frustrated with this process. I'm still looking into this for you. This is taking too long to resolve. I'm reviewing your service status to identify the problem. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.12,11,False,False,True,19,1,45.0,i'm seeing significant packet loss and high latency. check your infrastructure. thank you for calling. this is [person]. how can i assist you today? i can see your connection history and recent issues. this is taking too long to resolve. i'm reviewing your service status to identify the problem. i'm getting frustrated with this process. i'm still looking into this for you. this is taking too long to resolve. i'm reviewing your service status to identify the problem. i'm getting frustrated with this process. i'm done with this. goodbye.,-2.193038,0.4590381,3
AGENT_724,217,2,internet,elderly,The internet isn't working properly. I can't get my emails. Thank you for calling. This is Jennifer. How can I assist you today? I'm consulting with our experts to find the best solution. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. This is taking too long to resolve. I'm done with this. Goodbye.,1.13,7,False,False,True,17,1,31.0,the internet isn't working properly. i can't get my emails. thank you for calling. this is [person]. how can i assist you today? i'm consulting with our experts to find the best solution. i'm not happy with how this is progressing. i need to escalate this to our technical team for review. this is taking too long to resolve. i'm done with this. goodbye.,-3.2059884,2.1582265,3
AGENT_638,805,2,upgrade,loyal,I'd like to upgrade my plan. What options do you have? Thank you for calling. This is Alex. How can I assist you today? I need to escalate this to our technical team for review. I'm glad you're working on this for me. I need to escalate this to our technical team for review. Thank you for your help. I appreciate it. Let me transfer you to a specialist who can better assist. Thank you for your help. I appreciate it. I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. I need to escalate this to our technical team for review. I'm getting concerned about this. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. I'm getting concerned about this. Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.45,23,False,False,False,15,1,35.0,i'd like to upgrade my plan. what options do you have? thank you for calling. this is [person]. how can i assist you today? i need to escalate this to our technical team for review. i'm glad you're working on this for me. i need to escalate this to our technical team for review. thank you for your help. i appreciate it. let me transfer you to a specialist who can better assist. thank you for your help. i appreciate it. i'm consulting with our experts to find the best solution. i'm glad you're working on this for me. i need to escalate this to our technical team for review. i'm getting concerned about this. i'm consulting with our experts to find the best solution. i hope this gets resolved soon. i'm consulting with our experts to find the best solution. i'm getting concerned about this. let me transfer you to a specialist who can better assist. i hope this gets resolved soon. let me transfer you to a specialist who can better assist. i'm getting frustrated with this process. i'm consulting with our experts to find the best solution. i'm getting frustrated with this process. i'm done with this. goodbye.,15.085822,8.745498,0
AGENT_778,692,2,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Sarah. How can I assist you today? I need more time to resolve your concern. This is not acceptable! I need more time to resolve your concern. Why is this so difficult? I need more time to resolve your concern. I'm losing patience here! I'm still looking into this for you. You people are incompetent! This is ridiculous! I'm still looking into this for you. I don't have time for this! Just solve the problem! I'm done with this. Goodbye.,1.19,13,False,False,True,11,0,53.23,i'm cancelling immediately! your service is absolutely terrible! thank you for calling. this is [person]. how can i assist you today? i need more time to resolve your concern. this is not acceptable! i need more time to resolve your concern. why is this so difficult? i need more time to resolve your concern. i'm losing patience here! i'm still looking into this for you. you people are incompetent! this is ridiculous! i'm still looking into this for you. i don't have time for this! just solve the problem! i'm done with this. goodbye.,2.6562774,14.658308,2
AGENT_362,345,2,device,angry,Your device doesn't work and your instructions are garbage! Thank you for calling. This is Taylor. How can I assist you today? Can you repeat your account number? This is not acceptable! I have to look this up in our system. I don't have time for this! Just solve the problem! Can you repeat your account number? I don't have time for this! Just solve the problem!,1.03,8,False,True,True,7,0,43.12,your device doesn't work and your instructions are garbage! thank you for calling. this is [person]. how can i assist you today? can you repeat your account number? this is not acceptable! i have to look this up in our system. i don't have time for this! just solve the problem! can you repeat your account number? i don't have time for this! just solve the problem!,3.054197,-4.7636633,-1
