agent_id,duration_sec,csat_score,issue_category,customer_persona,clean_text,talk_ratio,turns_count,resolved,escalated,churned,hour_of_day,is_weekend,avg_word_per_turn
AGENT_547,349,2,billing,business,There are unauthorized charges on my corporate account that need immediate attention. Thank you for calling. This is David. How can I assist you today? Let me see what I can find here. This is taking longer than expected. Let me see what I can find here. I need this resolved immediately. This affects my business. I'm done with this. Goodbye.,0.91,7,False,False,True,5,0,49.86
AGENT_775,234,2,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is David. How can I assist you today? Let me continue checking on this issue. I don't have time for this! Just solve the problem! I'm still looking into this for you. You people are incompetent! This is ridiculous!,0.9,6,False,True,True,19,1,39.0
AGENT_896,673,2,billing,tech_savvy,I've identified billing discrepancies that require correction. Thank you for calling. This is Alex. How can I assist you today? I see the issue in your account. Let me look into this for you. This is taking longer than expected. I can help with billing questions. Let me pull up your information. This is taking longer than expected. I need to check your account details to address this. I hope this gets resolved soon. I can help with billing questions. Let me pull up your information. I'm getting concerned about this. I'm still looking into this for you. I hope this gets resolved soon. Let me continue checking on this issue. This is taking too long to resolve.,1.74,14,False,False,False,23,0,48.07
AGENT_254,688,2,device,elderly,I can't figure out how to use this new phone. It's too complicated. Thank you for calling. This is David. How can I assist you today? I'll need to check on that for you. I appreciate you looking into this. Let me pull up your account... This is taking longer than expected. Can you repeat your account number? I hope this gets resolved soon. Let me see what I can find here. I'm getting frustrated with this process. Let me pull up your account... This is taking too long to resolve. I'll need to check on that for you. This is taking too long to resolve.,1.08,14,False,False,False,8,0,49.14
AGENT_101,561,2,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Sarah. How can I assist you today? I see the issue in your account. Let me look into this for you. Why is this so difficult? I see the issue in your account. Let me look into this for you. I'm losing patience here! I'm still looking into this for you. This is not acceptable! I can help with billing questions. Let me pull up your information. Why is this so difficult?,1.94,10,False,False,True,10,0,56.1
AGENT_718,302,2,internet,churn_risk,This is why I'm leaving - your service is unreliable! Thank you for calling. This is Alex. How can I assist you today? Let me continue checking on this issue. I'm getting concerned about this. I'm still looking into this for you. This is taking too long to resolve. Let me continue checking on this issue. This is taking too long to resolve. I'm done with this. Goodbye.,1.0,9,False,False,True,2,0,33.56
AGENT_392,326,2,internet,angry,My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Alex. How can I assist you today? I have to look this up in our system. This is not acceptable! Can you repeat your account number? I'm losing patience here! I have to look this up in our system. This is taking forever! Fix it NOW!,1.37,8,False,True,True,15,1,40.75
AGENT_319,351,1,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Mike. How can I assist you today? I see the issue in your account. Let me look into this for you. This is taking forever! Fix it NOW! I need more time to resolve your concern. I don't have time for this! Just solve the problem! I can help with billing questions. Let me pull up your information. This is taking forever! Fix it NOW! I'm still looking into this for you. I don't have time for this! Just solve the problem!,1.15,10,False,True,True,3,0,35.1
AGENT_173,330,2,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Sarah. How can I assist you today? I can help you with device setup. What model do you have? This is taking longer than expected. Let me check if there are known issues with your device. This is taking longer than expected. Let me walk you through some troubleshooting steps. This is taking longer than expected. Let me check if there are known issues with your device. I hope this gets resolved soon.,1.57,10,False,False,False,7,0,33.0
AGENT_415,204,2,device,angry,Your device doesn't work and your instructions are garbage! Thank you for calling. This is David. How can I assist you today? I have to look this up in our system. This is taking forever! Fix it NOW! I'm done with this. Goodbye.,1.05,5,False,False,True,0,0,40.8
AGENT_378,655,2,cancellation,elderly,"I think I need to cancel some services. I don't use them all. Thank you for calling. This is Alex. How can I assist you today? I'm consulting with our experts to find the best solution. Okay, thank you for checking on that. I'm consulting with our experts to find the best solution. That's helpful information, thanks. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. This is taking longer than expected. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. I'm getting concerned about this.",1.6,14,False,False,True,7,0,46.79
AGENT_514,378,3,device,business,New device isn't working properly. Need it fixed for tomorrow's presentation. Thank you for calling. This is Alex. How can I assist you today? Let me guide you through the proper setup steps for your device. I need this resolved immediately. This affects my business. I see the configuration issue. Let me help you fix it. I hope this gets resolved soon. I see the configuration issue. Let me help you fix it. I'm getting concerned about this. I can send a technician if we can't resolve this remotely. I'm getting concerned about this. Let me guide you through the proper setup steps for your device. I'm getting concerned about this. I can send a technician if we can't resolve this remotely. This is taking longer than expected.,1.72,14,True,False,False,19,0,27.0
AGENT_168,670,1,billing,tech_savvy,I've identified billing discrepancies that require correction. Thank you for calling. This is Sarah. How can I assist you today? I understand your concern. Let me review your account and fix this. I hope this gets resolved soon. I understand your concern. Let me review your account and fix this. This is taking longer than expected. I've located the error in your billing. I'll process a credit for you now. I hope this gets resolved soon. I can see the issue with your bill. Let me correct those charges immediately. I hope this gets resolved soon. I understand your concern. Let me review your account and fix this. I'm getting concerned about this.,2.14,12,False,False,False,12,0,55.83
AGENT_978,208,2,upgrade,business,I need to upgrade for business expansion. What's available? Thank you for calling. This is Alex. How can I assist you today? I'll need to check on that for you. I hope this gets resolved soon. Let me pull up your account... I expect better service from a professional provider.,1.17,6,False,True,True,3,0,34.67
AGENT_125,462,4,upgrade,angry,"I want to upgrade but your process is so frustrating! Thank you for calling. This is Mike. How can I assist you today? I'll move you to our premium plan with enhanced features. Okay, thank you for checking on that. Let me upgrade your service with the latest options. That's helpful information, thanks. I can process that upgrade for you right away. That's helpful information, thanks. Let me upgrade your service with the latest options. Okay, thank you for checking on that. I can process that upgrade for you right away. Okay, thank you for checking on that. Let me upgrade your service with the latest options. Okay, thank you for checking on that.",1.48,14,True,False,False,14,0,33.0
AGENT_783,350,4,internet,business,"Internet is down and it's affecting my business operations. Need immediate fix. Thank you for calling. This is Mike. How can I assist you today? I can see there's an outage in your area. We expect service to be restored soon. I'm getting concerned about this. I can reset your connection remotely to resolve this issue. I hope this gets resolved soon. I can see there's an outage in your area. We expect service to be restored soon. I'm getting concerned about this. I can reset your connection remotely to resolve this issue. That's helpful information, thanks. I can see there's an outage in your area. We expect service to be restored soon. Okay, thank you for checking on that. I'm checking your connection status and seeing some network issues. That's helpful information, thanks.",2.12,14,True,False,True,14,0,25.0
AGENT_683,480,1,internet,churn_risk,"This is why I'm leaving - your service is unreliable! Thank you for calling. This is Taylor. How can I assist you today? I need more time to resolve your concern. That's helpful information, thanks. I'm still looking into this for you. I'm getting concerned about this. I need more time to resolve your concern. This is taking longer than expected. I need more time to resolve your concern. I'm not happy with how this is progressing. I need more time to resolve your concern. I'm not happy with how this is progressing.",1.27,12,False,True,True,2,0,40.0
AGENT_811,384,2,device,business,New device isn't working properly. Need it fixed for tomorrow's presentation. Thank you for calling. This is David. How can I assist you today? I have to look this up in our system. This is taking longer than expected. I have to look this up in our system. This is taking longer than expected. Let me pull up your account... I expect better service from a professional provider.,1.19,8,False,True,True,23,0,48.0
AGENT_827,818,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is Alex. How can I assist you today? Let me pull up your account... Okay, thank you for checking on that. Let me pull up your account... I hope this gets resolved soon. Let me pull up your account... This is taking too long to resolve. I'll need to check on that for you. This is taking too long to resolve. I'll need to check on that for you. I'm getting frustrated with this process. Let me pull up your account... I'm getting frustrated with this process. I'm done with this. Goodbye.",1.0,15,False,False,True,22,0,54.53
AGENT_125,655,2,cancellation,elderly,I think I need to cancel some services. I don't use them all. Thank you for calling. This is David. How can I assist you today? Let me continue checking on this issue. I'm getting concerned about this. I'm still looking into this for you. I hope this gets resolved soon. I'm still looking into this for you. I'm getting frustrated with this process. Let me continue checking on this issue. I'm getting frustrated with this process. Let me continue checking on this issue. I'm not happy with how this is progressing.,1.09,12,False,False,True,12,1,54.58
AGENT_765,423,2,cancellation,churn_risk,I'm cancelling. I already found a better provider! Thank you for calling. This is Alex. How can I assist you today? Can you repeat your account number? This is taking longer than expected. Let me pull up your account... I'm not happy with how this is progressing. Can you repeat your account number? This is taking too long to resolve.,1.07,8,False,True,True,7,0,52.88
AGENT_859,324,1,upgrade,angry,I want to upgrade but your process is so frustrating! Thank you for calling. This is Mike. How can I assist you today? Can you repeat your account number? This is not acceptable! Can you repeat your account number? You people are incompetent! This is ridiculous! Let me pull up your account... You people are incompetent! This is ridiculous! I have to look this up in our system. This is taking forever! Fix it NOW!,1.14,10,False,True,True,13,0,32.4
AGENT_684,469,2,cancellation,elderly,I think I need to cancel some services. I don't use them all. Thank you for calling. This is Jennifer. How can I assist you today? Let me continue checking on this issue. I'm getting frustrated with this process. I need more time to resolve your concern. I'm not happy with how this is progressing. I'm done with this. Goodbye.,0.88,7,False,False,True,2,0,67.0
AGENT_395,594,2,device,churn_risk,"Your equipment is junk. This is why I'm switching! Thank you for calling. This is Taylor. How can I assist you today? Can you repeat your account number? That's helpful information, thanks. Can you repeat your account number? That's helpful information, thanks. Let me see what I can find here. I'm getting concerned about this. Let me see what I can find here. I'm not happy with how this is progressing. Let me pull up your account... I'm not happy with how this is progressing. Let me see what I can find here. I'm getting frustrated with this process. I'm done with this. Goodbye.",1.12,15,False,False,True,3,1,39.6
AGENT_547,135,2,upgrade,tech_savvy,I want to upgrade to the highest speed plan. Thank you for calling. This is Taylor. How can I assist you today? Let me continue checking on this issue. This is taking too long to resolve. I'm done with this. Goodbye.,0.95,5,False,False,True,15,1,27.0
AGENT_339,1134,2,upgrade,loyal,I'd like to upgrade my plan. What options do you have? Thank you for calling. This is Taylor. How can I assist you today? I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. I'm consulting with our experts to find the best solution. I'm glad you're working on this for me. I need to escalate this to our technical team for review. Thank you for your help. I appreciate it. Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. I'm getting concerned about this. I need to escalate this to our technical team for review. This is taking longer than expected. Let me transfer you to a specialist who can better assist. This is taking too long to resolve. I need to escalate this to our technical team for review. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. I need to escalate this to our technical team for review. This is taking too long to resolve. I need to escalate this to our technical team for review. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. This is taking too long to resolve. I'm done with this. Goodbye.,1.47,27,False,False,False,1,0,42.0
AGENT_663,343,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is David. How can I assist you today? I'm still looking into this for you. I'm getting concerned about this. Let me continue checking on this issue. I'm getting concerned about this. I'm still looking into this for you. I'm getting frustrated with this process.",1.36,8,False,False,True,22,0,42.88
AGENT_776,447,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is David. How can I assist you today? I can help with billing questions. Let me pull up your information. I appreciate you looking into this. I'm still looking into this for you. Okay, thank you for checking on that. I see the issue in your account. Let me look into this for you. Okay, thank you for checking on that.",1.59,8,False,False,False,15,1,55.88
AGENT_574,264,2,device,tech_savvy,I'm experiencing firmware configuration issues. Thank you for calling. This is Sarah. How can I assist you today? Let me guide you through the proper setup steps for your device. This is taking longer than expected. I can send a technician if we can't resolve this remotely. I'm getting concerned about this. Let me guide you through the proper setup steps for your device. I'm getting concerned about this.,2.29,8,False,False,False,20,0,33.0
AGENT_223,514,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is Taylor. How can I assist you today? I need to escalate this to our technical team for review. I appreciate you looking into this. I need to escalate this to our technical team for review. I hope this gets resolved soon. I'm consulting with our experts to find the best solution. This is taking longer than expected. I'm consulting with our experts to find the best solution. I hope this gets resolved soon. I need to escalate this to our technical team for review. I hope this gets resolved soon.",1.69,12,False,False,True,3,0,42.83
AGENT_442,164,1,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Mike. How can I assist you today? I'm still looking into this for you. I'm not happy with how this is progressing.,1.18,4,False,True,True,14,0,41.0
AGENT_445,468,2,billing,loyal,I noticed some unusual charges on my bill and wanted to check them. Thank you for calling. This is Mike. How can I assist you today? I can help with billing questions. Let me pull up your information. I understand these things happen sometimes. I can help with billing questions. Let me pull up your information. Thank you for your help. I appreciate it. I need to check your account details to address this. Thank you for your help. I appreciate it.,1.34,8,False,False,True,4,0,58.5
AGENT_111,782,3,cancellation,angry,"I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Taylor. How can I assist you today? Let me review your account to see if we can improve your service. This is taking forever! Fix it NOW! Let me review your account to see if we can improve your service. Why is this so difficult? Before you go, let me see what I can do to address your concerns. This is not acceptable! Let me review your account to see if we can improve your service. Why is this so difficult? Let me review your account to see if we can improve your service. Why is this so difficult? Let me review your account to see if we can improve your service. Why is this so difficult?",2.36,14,True,False,True,7,1,55.86
AGENT_410,336,2,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Mike. How can I assist you today? Let me see what I can find here. I'm losing patience here! Let me pull up your account... This is taking forever! Fix it NOW!,1.42,6,False,True,True,22,0,56.0
AGENT_130,455,2,device,tech_savvy,I'm experiencing firmware configuration issues. Thank you for calling. This is Taylor. How can I assist you today? Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. I need to escalate this to our technical team for review. This is taking longer than expected. I'm consulting with our experts to find the best solution. This is taking too long to resolve. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. Let me transfer you to a specialist who can better assist. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.61,13,False,False,True,0,0,35.0
AGENT_185,590,1,device,business,New device isn't working properly. Need it fixed for tomorrow's presentation. Thank you for calling. This is David. How can I assist you today? Let me pull up your account... I appreciate you looking into this. Can you repeat your account number? I hope this gets resolved soon. Let me see what I can find here. This is taking longer than expected. Let me see what I can find here. This is wasting my time. I have deadlines to meet. I'll need to check on that for you. I expect better service from a professional provider.,1.04,12,False,True,True,15,0,49.17
AGENT_907,200,2,upgrade,elderly,I was told I could upgrade. Can you help me with that? Thank you for calling. This is Sarah. How can I assist you today? I'm still looking into this for you. I'm not happy with how this is progressing. I'm done with this. Goodbye.,0.8,5,False,False,False,14,0,40.0
AGENT_573,1172,2,cancellation,loyal,I need to cancel my service. Circumstances have changed. Thank you for calling. This is Jennifer. How can I assist you today? Let me transfer you to a specialist who can better assist. Thank you for your help. I appreciate it. I need to escalate this to our technical team for review. Thank you for your help. I appreciate it. I'm consulting with our experts to find the best solution. I understand these things happen sometimes. Let me transfer you to a specialist who can better assist. Thank you for your help. I appreciate it. I need to escalate this to our technical team for review. I'm glad you're working on this for me. I need to escalate this to our technical team for review. I'm getting concerned about this. Let me transfer you to a specialist who can better assist. I'm getting concerned about this. I'm consulting with our experts to find the best solution. This is taking longer than expected. Let me transfer you to a specialist who can better assist. I hope this gets resolved soon. Let me transfer you to a specialist who can better assist. I'm getting frustrated with this process.,1.61,22,False,False,False,16,1,53.27
AGENT_281,201,1,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Alex. How can I assist you today? Can you repeat your account number? I'm not happy with how this is progressing.,1.12,4,False,True,True,22,0,50.25
AGENT_966,350,2,internet,angry,"My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Alex. How can I assist you today? Let me continue checking on this issue. That's helpful information, thanks. I need more time to resolve your concern. I'm losing patience here! I'm still looking into this for you. Why is this so difficult? I'm still looking into this for you. This is taking forever! Fix it NOW!",1.31,10,False,False,True,21,0,35.0
AGENT_953,380,2,internet,business,"Internet is down and it's affecting my business operations. Need immediate fix. Thank you for calling. This is David. How can I assist you today? I'm still looking into this for you. I appreciate you looking into this. Let me continue checking on this issue. I appreciate you looking into this. I'm still looking into this for you. That's helpful information, thanks. I'm reviewing your service status to identify the problem. That's helpful information, thanks.",1.34,10,False,False,True,16,1,38.0
AGENT_377,748,1,billing,angry,"My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Alex. How can I assist you today? Let me transfer you to a specialist who can better assist. Okay, thank you for checking on that. I need to escalate this to our technical team for review. This is not acceptable! Let me transfer you to a specialist who can better assist. I'm losing patience here! Let me transfer you to a specialist who can better assist. Why is this so difficult? I need to escalate this to our technical team for review. This is not acceptable! Let me transfer you to a specialist who can better assist. This is taking forever! Fix it NOW! I need to escalate this to our technical team for review. This is taking forever! Fix it NOW!",1.76,16,False,True,True,3,0,46.75
AGENT_865,422,2,upgrade,elderly,"I was told I could upgrade. Can you help me with that? Thank you for calling. This is David. How can I assist you today? Let me continue checking on this issue. Okay, thank you for checking on that. Let me continue checking on this issue. That's helpful information, thanks. Let me continue checking on this issue. I'm getting concerned about this.",1.21,8,False,False,True,2,0,52.75
AGENT_411,819,4,billing,tech_savvy,I've identified billing discrepancies that require correction. Thank you for calling. This is David. How can I assist you today? I can see the issue with your bill. Let me correct those charges immediately. What's the root cause of this issue? I've located the error in your billing. I'll process a credit for you now. Can you provide more technical details about the fix? I've located the error in your billing. I'll process a credit for you now. What's the root cause of this issue? I've located the error in your billing. I'll process a credit for you now. Can you provide more technical details about the fix? I've located the error in your billing. I'll process a credit for you now. What's the root cause of this issue? I can see the issue with your bill. Let me correct those charges immediately. Can you provide more technical details about the fix?,1.76,14,True,False,True,13,0,58.5
AGENT_537,704,2,device,tech_savvy,I'm experiencing firmware configuration issues. Thank you for calling. This is Taylor. How can I assist you today? I'm consulting with our experts to find the best solution. Will this prevent future occurrences? Let me transfer you to a specialist who can better assist. Will this prevent future occurrences? I'm consulting with our experts to find the best solution. Can you provide more technical details about the fix? I need to escalate this to our technical team for review. Will this prevent future occurrences? I'm consulting with our experts to find the best solution. Can you provide more technical details about the fix? I need to escalate this to our technical team for review. This is taking longer than expected. I need to escalate this to our technical team for review. This is taking longer than expected.,1.74,16,False,False,True,10,1,44.0
AGENT_241,297,1,internet,loyal,My connection has been spotty lately. Any idea what's happening? Thank you for calling. This is Sarah. How can I assist you today? Let me continue checking on this issue. I'm not happy with how this is progressing. Let me continue checking on this issue. This is taking too long to resolve. I'm still looking into this for you. I'm getting frustrated with this process. I'm done with this. Goodbye.,0.94,9,False,False,False,23,0,33.0
AGENT_228,430,2,internet,elderly,"The internet isn't working properly. I can't get my emails. Thank you for calling. This is Mike. How can I assist you today? I'm checking your connection status and seeing some network issues. Okay, thank you for checking on that. I can see there's an outage in your area. We expect service to be restored soon. That's helpful information, thanks. I'm checking your connection status and seeing some network issues. That's helpful information, thanks. I'm checking your connection status and seeing some network issues. I appreciate you looking into this.",1.9,10,False,False,False,15,0,43.0
AGENT_831,1098,2,billing,tech_savvy,I've identified billing discrepancies that require correction. Thank you for calling. This is Mike. How can I assist you today? I need more time to resolve your concern. What's the root cause of this issue? Let me continue checking on this issue. Can you provide more technical details about the fix? Let me continue checking on this issue. This is taking longer than expected. Let me continue checking on this issue. I'm getting concerned about this. I need more time to resolve your concern. I'm not happy with how this is progressing. I'm still looking into this for you. I'm not happy with how this is progressing. I need more time to resolve your concern. I'm getting frustrated with this process.,1.16,16,False,False,False,10,1,68.62
AGENT_472,423,2,cancellation,business,I'm switching providers. Your service doesn't meet our business needs. Thank you for calling. This is Jennifer. How can I assist you today? Let me continue checking on this issue. This is taking longer than expected. I need more time to resolve your concern. This is wasting my time. I have deadlines to meet. I need more time to resolve your concern. I need this resolved immediately. This affects my business.,1.03,8,False,True,True,7,1,52.88
AGENT_909,409,2,device,tech_savvy,I'm experiencing firmware configuration issues. Thank you for calling. This is Mike. How can I assist you today? I have to look this up in our system. I'm getting concerned about this. Can you repeat your account number? I'm getting frustrated with this process. I'll need to check on that for you. I'm getting frustrated with this process. I have to look this up in our system. This is taking too long to resolve. I'm done with this. Goodbye.,1.32,11,False,False,False,11,1,37.18
AGENT_625,364,2,device,business,New device isn't working properly. Need it fixed for tomorrow's presentation. Thank you for calling. This is Sarah. How can I assist you today? I have to look this up in our system. I hope this gets resolved soon. Let me pull up your account... This is wasting my time. I have deadlines to meet. Let me see what I can find here. I need this resolved immediately. This affects my business.,1.0,8,False,True,True,2,0,45.5
AGENT_622,328,2,device,churn_risk,Your equipment is junk. This is why I'm switching! Thank you for calling. This is Alex. How can I assist you today? Let me walk you through some troubleshooting steps. I'm getting frustrated with this process. Let me check if there are known issues with your device. I'm getting frustrated with this process. I can help you with device setup. What model do you have? This is taking too long to resolve.,1.57,8,False,False,True,13,1,41.0
AGENT_573,145,1,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Jennifer. How can I assist you today? I'm still looking into this for you. I don't have time for this! Just solve the problem!,0.87,4,False,True,True,0,0,36.25
AGENT_424,156,1,cancellation,churn_risk,I'm cancelling. I already found a better provider! Thank you for calling. This is Taylor. How can I assist you today? Let me transfer you to a specialist who can better assist. I'm not happy with how this is progressing.,1.5,4,False,True,True,23,0,39.0
AGENT_695,216,1,upgrade,business,I need to upgrade for business expansion. What's available? Thank you for calling. This is David. How can I assist you today? Can you repeat your account number? I need this resolved immediately. This affects my business. Can you repeat your account number? I expect better service from a professional provider.,0.96,6,False,True,True,6,0,36.0
AGENT_122,655,2,device,loyal,I'm having trouble setting up my new device. Can you help? Thank you for calling. This is Sarah. How can I assist you today? Let me pull up your account... I'm getting concerned about this. Let me see what I can find here. I'm not happy with how this is progressing. Let me see what I can find here. I'm getting frustrated with this process. Let me see what I can find here. I'm getting frustrated with this process. Can you repeat your account number? I'm not happy with how this is progressing. I have to look this up in our system. I'm not happy with how this is progressing. I'll need to check on that for you. I'm getting frustrated with this process. Can you repeat your account number? This is taking too long to resolve. Let me pull up your account... This is taking too long to resolve. I'm done with this. Goodbye.,1.01,21,False,False,False,12,0,31.19
AGENT_897,447,2,billing,loyal,I noticed some unusual charges on my bill and wanted to check them. Thank you for calling. This is Alex. How can I assist you today? I can see the issue with your bill. Let me correct those charges immediately. I'm getting frustrated with this process. I can see the issue with your bill. Let me correct those charges immediately. This is taking too long to resolve. I understand your concern. Let me review your account and fix this. I'm getting frustrated with this process.,1.66,8,False,False,False,11,1,55.88
AGENT_399,638,1,upgrade,angry,"I want to upgrade but your process is so frustrating! Thank you for calling. This is Alex. How can I assist you today? I need to escalate this to our technical team for review. Okay, thank you for checking on that. I need to escalate this to our technical team for review. Okay, thank you for checking on that. Let me transfer you to a specialist who can better assist. Okay, thank you for checking on that. I need to escalate this to our technical team for review. This is not acceptable! I need to escalate this to our technical team for review. This is not acceptable! I'm consulting with our experts to find the best solution. I'm losing patience here! I need to escalate this to our technical team for review. Why is this so difficult? Let me transfer you to a specialist who can better assist. You people are incompetent! This is ridiculous! I'm consulting with our experts to find the best solution. This is taking forever! Fix it NOW! I need to escalate this to our technical team for review. I don't have time for this! Just solve the problem!",1.68,22,False,True,True,22,0,29.0
AGENT_174,390,2,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Mike. How can I assist you today? I need more time to resolve your concern. I appreciate you looking into this. I need more time to resolve your concern. I'm losing patience here! Let me continue checking on this issue. I'm losing patience here! I need more time to resolve your concern. You people are incompetent! This is ridiculous!,1.52,10,False,False,True,7,0,39.0
AGENT_213,252,2,cancellation,angry,I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is David. How can I assist you today? I'll need to check on that for you. I don't have time for this! Just solve the problem! Let me see what I can find here. You people are incompetent! This is ridiculous!,1.16,6,False,True,True,12,0,42.0
AGENT_380,528,1,internet,angry,My internet has been down for HOURS! I pay for reliable service! Thank you for calling. This is Mike. How can I assist you today? I'll need to check on that for you. I'm losing patience here! Let me see what I can find here. This is taking forever! Fix it NOW! Can you repeat your account number? You people are incompetent! This is ridiculous! I'll need to check on that for you. This is taking forever! Fix it NOW!,1.16,10,False,True,True,0,0,52.8
AGENT_886,414,1,billing,loyal,I noticed some unusual charges on my bill and wanted to check them. Thank you for calling. This is Alex. How can I assist you today? I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm not happy with how this is progressing. Let me transfer you to a specialist who can better assist. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm getting frustrated with this process. I'm done with this. Goodbye.,1.23,11,False,False,False,9,1,37.64
AGENT_454,507,1,billing,angry,My bill is completely wrong and I demand you fix it RIGHT NOW! Thank you for calling. This is Jennifer. How can I assist you today? I'm still looking into this for you. Why is this so difficult? I'm still looking into this for you. I don't have time for this! Just solve the problem! I'm still looking into this for you. This is taking forever! Fix it NOW! I'm still looking into this for you. You people are incompetent! This is ridiculous!,0.98,10,False,True,True,7,0,50.7
AGENT_490,777,2,upgrade,elderly,I was told I could upgrade. Can you help me with that? Thank you for calling. This is Taylor. How can I assist you today? I'm consulting with our experts to find the best solution. I'm getting concerned about this. I'm consulting with our experts to find the best solution. This is taking longer than expected. I need to escalate this to our technical team for review. I'm not happy with how this is progressing. I'm consulting with our experts to find the best solution. I'm not happy with how this is progressing. I'm consulting with our experts to find the best solution. This is taking too long to resolve. I need to escalate this to our technical team for review. This is taking too long to resolve. I need to escalate this to our technical team for review. I'm getting frustrated with this process. I'm consulting with our experts to find the best solution. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. This is taking too long to resolve. I'm done with this. Goodbye.,1.35,21,False,False,True,11,0,37.0
AGENT_137,408,1,upgrade,churn_risk,I'll consider upgrading if you can fix these issues. Thank you for calling. This is Mike. How can I assist you today? I have to look this up in our system. I appreciate you looking into this. Let me see what I can find here. I'm getting concerned about this. Let me pull up your account... This is taking too long to resolve. I have to look this up in our system. This is taking too long to resolve.,1.32,10,False,True,True,4,0,40.8
AGENT_816,852,2,billing,elderly,"I don't understand these charges on my bill, dear. Thank you for calling. This is Mike. How can I assist you today? I'm consulting with our experts to find the best solution. That's helpful information, thanks. Let me transfer you to a specialist who can better assist. This is taking longer than expected. I'm consulting with our experts to find the best solution. This is taking longer than expected. Let me transfer you to a specialist who can better assist. This is taking longer than expected. Let me transfer you to a specialist who can better assist. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. I'm not happy with how this is progressing. I need to escalate this to our technical team for review. I'm not happy with how this is progressing.",1.6,16,False,False,False,0,0,53.25
AGENT_602,210,2,internet,tech_savvy,I'm seeing significant packet loss and high latency. Check your infrastructure. Thank you for calling. This is David. How can I assist you today? Let me pull up your account... I'm getting frustrated with this process. I'll need to check on that for you. I'm not happy with how this is progressing. I'm done with this. Goodbye.,0.9,7,False,False,True,10,0,30.0
AGENT_448,185,2,upgrade,tech_savvy,I want to upgrade to the highest speed plan. Thank you for calling. This is Taylor. How can I assist you today? I'll move you to our premium plan with enhanced features. This is taking too long to resolve. I'm done with this. Goodbye.,1.1,5,False,False,True,5,0,37.0
AGENT_342,644,1,cancellation,angry,"I'm cancelling IMMEDIATELY! Your service is absolutely terrible! Thank you for calling. This is Taylor. How can I assist you today? Let me transfer you to a specialist who can better assist. Okay, thank you for checking on that. I'm consulting with our experts to find the best solution. I appreciate you looking into this. I need to escalate this to our technical team for review. I'm losing patience here! I need to escalate this to our technical team for review. I'm losing patience here! I need to escalate this to our technical team for review. This is not acceptable! Let me transfer you to a specialist who can better assist. You people are incompetent! This is ridiculous! Let me transfer you to a specialist who can better assist. This is taking forever! Fix it NOW!",1.89,16,False,True,True,12,1,40.25
AGENT_324,296,2,cancellation,business,I'm switching providers. Your service doesn't meet our business needs. Thank you for calling. This is David. How can I assist you today? I have to look this up in our system. I need this resolved immediately. This affects my business. I'm done with this. Goodbye.,0.92,5,False,False,True,5,0,59.2
